District,Commodity,Arrival_Date,Modal_Price,min_price_zero_flag,is_outlier_iqr,records_aggregated,Year,Month,DayOfWeek,WeekOfYear,Quarter,lag_1,lag_3,lag_7,lag_14,lag_21,lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,rolling_std_30,days_since_last_observation,month_sin,month_cos,dow_sin,dow_cos,price_change_1d,price_change_7d,price_change_30d
Perambalur,Onion,2026-06-15,3300.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,3350.0,3100.0,3400.0,3000.0,2900.0,2900.0,3314.285714285714,3066.6666666666665,102.93317295817982,215.09153357604959,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.014925373134328358,-0.029411764705882353,0.13793103448275862
Dindigul,Coconut,2026-06-15,4250.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,4250.0,3750.0,3850.0,4500.0,4200.0,4625.0,3942.8571428571427,4155.0,212.97216451250134,285.3008091895155,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.1038961038961039,-0.08108108108108109
Thirupur,Bhindi(Ladies Finger),2026-06-15,3750.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,3750.0,3750.0,3575.0,2750.0,4500.0,4600.0,3689.285714285714,3830.8333333333335,105.92562530021114,563.688718411449,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.04895104895104895,-0.18478260869565216
Tenkasi,Cabbage,2026-06-15,4750.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,4000.0,4000.0,5000.0,4000.0,4000.0,3000.0,4142.857142857143,3800.0,377.96447300922733,514.4464718644433,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.1875,-0.05,0.5833333333333334
Tenkasi,Coconut,2026-06-15,4700.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,4625.0,4750.0,4950.0,5100.0,5100.0,5225.0,4885.714285714285,5050.833333333333,179.03511227846383,193.14584150829103,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.016216216216216217,-0.050505050505050504,-0.10047846889952153
Thirupur,Banana - Green,2026-06-15,2750.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,2750.0,2750.0,2750.0,2650.0,2750.0,2750.0,2735.714285714286,2743.3333333333335,37.796447300922736,25.37081317024619,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Tenkasi,Green Chilli,2026-06-15,5375.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,5375.0,5750.0,5375.0,5750.0,5625.0,4750.0,5660.714285714285,5621.666666666667,247.0058800148521,356.81380572223384,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.13157894736842105
Tenkasi,Mint(Pudina),2026-06-15,6250.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,6000.0,5250.0,5750.0,4500.0,4500.0,4500.0,5482.142857142857,4791.666666666667,363.92372303888067,462.2999722775319,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.041666666666666664,0.08695652173913043,0.3888888888888889
Thirupathur,Tomato,2026-06-15,2875.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,2875.0,3125.0,3375.0,3625.0,3375.0,3250.0,3232.1428571428573,3279.1666666666665,326.18830378143394,255.7176626447458,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.14814814814814814,-0.11538461538461539
Tenkasi,Onion,2026-06-15,2875.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,2750.0,2875.0,2875.0,2875.0,2875.0,2875.0,3017.8571428571427,2945.8333333333335,233.05680893394913,156.34336291147508,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.045454545454545456,0.0,0.0
Cuddalore,Mint(Pudina),2026-06-15,4500.0,False,False,4.0,2026.0,6.0,0.0,25.0,2.0,4500.0,4500.0,4500.0,4500.0,4000.0,4000.0,4428.571428571428,4266.666666666667,188.98223650461367,285.6732318616834,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.125
Cuddalore,Onion,2026-06-15,2750.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,2750.0,2750.0,2750.0,2500.0,2500.0,2500.0,2678.5714285714284,2537.5,121.98750911856689,171.0452148330078,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.1
Thirupathur,Pumpkin,2026-06-15,3000.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3017.8571428571427,0.0,346.46743359184023,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Tenkasi,Tomato,2026-06-15,4250.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,4800.0,4800.0,4800.0,4000.0,4125.0,3500.0,4800.0,4273.611111111111,0.0,387.5329418846239,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.11458333333333333,-0.11458333333333333,0.21428571428571427
Thirupathur,Onion,2026-06-15,2625.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,2875.0,2625.0,2625.0,2375.0,2375.0,2375.0,2696.4285714285716,2483.3333333333335,121.98750911856656,156.51557889491693,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.08695652173913043,0.0,0.10526315789473684
Thanjavur,Banana - Green,2026-06-15,4000.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Thanjavur,Bhindi(Ladies Finger),2026-06-15,3700.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,3700.0,4000.0,3800.0,3000.0,3800.0,4100.0,3842.8571428571427,3880.0,151.18578920377385,282.11027435482674,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.02631578947368421,-0.0975609756097561
Cuddalore,Green Chilli,2026-06-15,4750.0,False,False,4.0,2026.0,6.0,0.0,25.0,2.0,4500.0,4750.0,5000.0,5000.0,4000.0,4000.0,4750.0,4462.5,204.124145231939,415.4219915152648,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.05555555555555555,-0.05,0.1875
Thirupathur,Mint(Pudina),2026-06-15,2875.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,3375.0,3375.0,2875.0,2875.0,2875.0,3250.0,3125.0,3070.8333333333335,239.3567769390843,253.6019258239667,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.14814814814814814,0.0,-0.11538461538461539
Thanjavur,Bitter Gourd,2026-06-15,4500.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,5000.0,4500.0,4950.0,5250.0,5500.0,5250.0,4835.714285714285,5055.0,566.2113016315033,395.52453169483806,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.1,-0.09090909090909091,-0.14285714285714285
Thanjavur,Cabbage,2026-06-15,5400.0,False,False,4.0,2026.0,6.0,0.0,25.0,2.0,5400.0,5400.0,5400.0,4900.0,4100.0,3600.0,5442.857142857143,4696.666666666667,113.38934190276613,630.5352588425648,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.5
Thirupathur,Green Chilli,2026-06-15,4750.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,4250.0,4250.0,4250.0,4750.0,4250.0,4250.0,4678.571428571428,4466.666666666667,449.8677054212186,363.9660208973577,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.11764705882352941,0.11764705882352941,0.11764705882352941
Tenkasi,Pumpkin,2026-06-15,2250.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,2150.0,2250.0,2200.0,2000.0,1750.0,1550.0,2157.1428571428573,2010.0,87.45747265848411,238.22258499143305,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.046511627906976744,0.022727272727272728,0.45161290322580644
Tenkasi,Bhindi(Ladies Finger),2026-06-15,3250.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,3250.0,3250.0,2875.0,2375.0,2875.0,3250.0,3089.285714285714,2970.8333333333335,247.00588001483501,368.0144378102271,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.13043478260869565,0.0
Thirupur,Bitter Gourd,2026-06-15,4800.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,5000.0,4800.0,4500.0,5250.0,5200.0,5425.0,4642.857142857143,5103.333333333333,220.65918560189408,430.8538702057403,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.04,0.06666666666666667,-0.1152073732718894
Tenkasi,Banana - Green,2026-06-15,3000.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,3000.0,3000.0,2750.0,2875.0,2750.0,2625.0,2821.4285714285716,2770.8333333333335,141.73667737846597,139.5935190999938,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.09090909090909091,0.14285714285714285
Thirupur,Onion,2026-06-15,2950.0,False,False,4.0,2026.0,6.0,0.0,25.0,2.0,2750.0,2750.0,2700.0,2500.0,2500.0,2500.0,2710.714285714286,2556.6666666666665,64.31877456779496,116.51056880659888,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.07272727272727272,0.09259259259259259,0.18
Sivaganga,Banana - Green,2026-06-15,2750.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2807.1428571428573,2788.3333333333335,101.77004891982142,80.604754430381,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Sivaganga,Bhindi(Ladies Finger),2026-06-15,3200.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,3300.0,3400.0,2750.0,1600.0,2700.0,2900.0,3000.0,2571.6666666666665,337.88558221186884,521.5499667492255,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.030303030303030304,0.16363636363636364,0.10344827586206896
Dharmapuri,Banana - Green,2026-06-15,2700.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,2700.0,2750.0,2700.0,2900.0,2825.0,2825.0,2707.1428571428573,2784.1666666666665,18.89822365046132,90.84928152729171,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,-0.04424778761061947
Thirupur,Mint(Pudina),2026-06-15,2300.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,2300.0,2300.0,2250.0,2250.0,2250.0,2250.0,2285.714285714286,2295.0,24.39750182371213,125.49900398011509,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.022222222222222223,0.022222222222222223
Sivaganga,Bitter Gourd,2026-06-15,5100.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,4600.0,4600.0,3700.0,3200.0,5000.0,3850.0,4866.666666666667,4457.407407407408,852.4474568362932,753.0328044371009,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.10869565217391304,0.3783783783783784,0.3246753246753247
Thirupur,Green Chilli,2026-06-15,4500.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,5200.0,5500.0,5500.0,5500.0,4750.0,5250.0,5414.285714285715,5190.0,146.38501094228,375.4078242162321,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.1346153846153846,-0.18181818181818182,-0.14285714285714285
Sivaganga,Cabbage,2026-06-15,4600.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,4600.0,4600.0,5100.0,3850.0,3400.0,3400.0,4657.142857142857,4116.666666666667,198.80595947760156,641.0300618769065,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.09803921568627451,0.35294117647058826
Sivaganga,Coconut,2026-06-15,5250.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,5250.0,5250.0,5250.0,5700.0,5700.0,5500.0,5221.428571428572,5493.333333333333,56.69467095135331,235.52338390872447,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,-0.045454545454545456
Cuddalore,Tomato,2026-06-15,4000.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,4000.0,4200.0,4400.0,3400.0,4000.0,4000.0,4285.714285714285,3860.0,226.77868380553338,449.213872724643,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.09090909090909091,0.0
Virudhunagar,Pumpkin,2026-06-15,2250.0,False,False,8.0,2026.0,6.0,0.0,25.0,2.0,2250.0,2250.0,2250.0,2075.0,2250.0,2250.0,2250.0,2244.1666666666665,0.0,31.950482521249565,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Sivaganga,Green Chilli,2026-06-15,4600.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,6000.0,3500.0,4750.0,4250.0,4400.0,4400.0,4221.428571428572,4655.0,934.4593547684614,804.6577769033591,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.2222222222222222,-0.031578947368421054,0.045454545454545456
Kallakuruchi,Green Chilli,2026-06-15,6000.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,6000.0,6000.0,6000.0,6000.0,4500.0,4500.0,6000.0,5341.666666666667,0.0,729.5585974591005,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.3333333333333333
Sivaganga,Mint(Pudina),2026-06-15,5700.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,5700.0,4900.0,4900.0,4000.0,3500.0,3500.0,5028.571428571428,3968.3333333333335,298.408476836052,670.6254586183862,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.16326530612244897,0.6285714285714286
Coimbatore,Bhindi(Ladies Finger),2026-06-15,4250.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,4000.0,3750.0,3000.0,3750.0,4000.0,5250.0,3571.4285714285716,3738.3333333333335,374.0066207715274,537.5043437407988,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0625,0.4166666666666667,-0.19047619047619047
Sivaganga,Onion,2026-06-15,2700.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,2700.0,2700.0,2700.0,2700.0,2500.0,2500.0,2785.714285714286,2720.0,157.35915849399157,207.86268677122558,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.08
Thirupur,Coconut,2026-06-15,4200.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,4200.0,4250.0,4250.0,4300.0,4300.0,4750.0,4242.857142857143,4376.666666666667,18.898223650474385,194.1974347878842,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.011764705882352941,-0.11578947368421053
Sivaganga,Pumpkin,2026-06-15,2500.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,2500.0,2500.0,2500.0,2400.0,2200.0,2100.0,2500.0,2338.3333333333335,0.0,181.79342830452862,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.19047619047619047
Cuddalore,Pumpkin,2026-06-15,3000.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,3000.0,3000.0,3000.0,2250.0,2000.0,2000.0,3000.0,2350.0,0.0,443.3415434379365,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.5
Thirupur,Cabbage,2026-06-15,3050.0,False,False,4.0,2026.0,6.0,0.0,25.0,2.0,3000.0,3000.0,3000.0,2750.0,2800.0,3000.0,3000.0,2989.1666666666665,5.922194647013781e-06,83.73895535343644,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.016666666666666666,0.016666666666666666,0.016666666666666666
Sivaganga,Tomato,2026-06-15,4300.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,4250.0,4400.0,5000.0,3900.0,4100.0,4200.0,4757.142857142857,4487.5,420.7419749963284,355.66535511291414,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.011764705882352941,-0.14,0.023809523809523808
Thanjavur,Coconut,2026-06-15,6000.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6006.666666666667,0.0,36.51483716725862,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Thanjavur,Green Chilli,2026-06-15,4400.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,4450.0,4600.0,4600.0,5200.0,4200.0,4000.0,4585.714285714285,4690.0,184.19709940333797,345.26351755102917,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.011235955056179775,-0.043478260869565216,0.1
Cuddalore,Coconut,2026-06-15,5500.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,5000.0,5000.0,5000.0,5250.0,5500.0,6000.0,5000.0,5266.666666666667,0.0,270.16384981549965,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.1,0.1,-0.08333333333333333
Thirupathur,Coconut,2026-06-15,2250.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,2125.0,2375.0,2375.0,2125.0,2250.0,2375.0,2321.4285714285716,2283.3333333333335,98.34947405868161,103.46024834932506,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.058823529411764705,-0.05263157894736842,-0.05263157894736842
Thirunelveli,Onion,2026-06-15,2500.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,2600.0,2600.0,2500.0,2350.0,2200.0,2350.0,2571.4285714285716,2401.6666666666665,48.79500364742517,165.82257517234117,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.038461538461538464,0.0,0.06382978723404255
Thiruchirappalli,Banana - Green,2026-06-15,2500.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Cuddalore,Banana - Green,2026-06-15,2500.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,2500.0,2500.0,2500.0,2750.0,2500.0,2500.0,2500.0,2525.0,0.0,76.28214415737189,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Thirunelveli,Mint(Pudina),2026-06-15,7250.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,6750.0,5750.0,5750.0,5500.0,4750.0,4300.0,6000.0,5055.0,520.4164998665347,683.2162781715834,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.07407407407407407,0.2608695652173913,0.686046511627907
Thiruchirappalli,Bhindi(Ladies Finger),2026-06-15,3300.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,3000.0,3600.0,3600.0,2000.0,2325.0,4000.0,3514.285714285714,3195.8333333333335,226.77868380553633,637.2788099483902,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.1,-0.08333333333333333,-0.175
Thiruchirappalli,Bitter Gourd,2026-06-15,4450.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,4450.0,4000.0,3900.0,3750.0,4450.0,5450.0,4242.857142857143,4375.833333333333,300.5946487500136,486.60874911230064,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.14102564102564102,-0.1834862385321101
Thirunelveli,Green Chilli,2026-06-15,4300.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,4500.0,3800.0,4600.0,5000.0,5000.0,4250.0,4292.857142857143,4720.0,342.087429648925,360.4594768941206,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.044444444444444446,-0.06521739130434782,0.011764705882352941
Thiruchirappalli,Cabbage,2026-06-15,4600.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,4600.0,4600.0,4000.0,4600.0,3600.0,3600.0,4428.571428571428,4145.0,292.77002188457607,496.6005124499033,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.15,0.2777777777777778
Thirunelveli,Coconut,2026-06-15,4750.0,False,False,4.0,2026.0,6.0,0.0,25.0,2.0,4750.0,4750.0,4750.0,4750.0,4850.0,4850.0,4753.571428571428,4806.666666666667,9.44911182533893,51.248773464641516,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,-0.020618556701030927
Thiruchirappalli,Coconut,2026-06-15,6000.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,5600.0,6000.0,6000.0,6000.0,6000.0,5600.0,5942.857142857143,5911.666666666667,151.18578920369094,164.88414602138604,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.07142857142857142,0.0,0.07142857142857142
Thiruchirappalli,Green Chilli,2026-06-15,3600.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,4000.0,4200.0,4000.0,5000.0,4600.0,4250.0,4342.857142857143,4691.666666666667,538.0741673076382,468.3211639929334,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.1,-0.1,-0.15294117647058825
Thiruchirappalli,Mint(Pudina),2026-06-15,7000.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,5600.0,5600.0,5600.0,4000.0,4000.0,3500.0,5600.0,4226.666666666667,0.0,799.5400976912223,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.25,0.25,1.0
Coimbatore,Pumpkin,2026-06-15,1825.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,1850.0,1775.0,1825.0,2000.0,1875.0,1900.0,1782.142857142857,1840.8333333333333,40.08918628686631,71.4635587546214,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.013513513513513514,0.0,-0.039473684210526314
Coimbatore,Mint(Pudina),2026-06-15,5400.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,5125.0,5125.0,4750.0,3875.0,4000.0,4000.0,4982.142857142857,4270.833333333333,182.9812636778471,436.83241348515736,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.05365853658536585,0.1368421052631579,0.35
Thirunelveli,Cabbage,2026-06-15,4900.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,4750.0,4900.0,4750.0,4100.0,3900.0,3300.0,4814.285714285715,4221.666666666667,80.17837257374066,460.82447352795066,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.031578947368421054,0.031578947368421054,0.48484848484848486
Thiruchirappalli,Onion,2026-06-15,3000.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,3000.0,3200.0,3000.0,2750.0,2600.0,2750.0,3035.714285714286,2868.3333333333335,124.88089563756346,188.22369914424775,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.09090909090909091
Thiruchirappalli,Pumpkin,2026-06-15,2400.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,2400.0,2400.0,2200.0,2000.0,2000.0,2000.0,2314.285714285714,2086.6666666666665,157.35915849388755,163.44003083138327,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.09090909090909091,0.2
Thirunelveli,Bitter Gourd,2026-06-15,5250.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,5250.0,,5500.0,3500.0,5500.0,4750.0,5060.0,4901.136363636364,388.34585101426717,645.4731225605366,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.045454545454545456,0.10526315789473684
Thiruchirappalli,Tomato,2026-06-15,3800.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,3950.0,4000.0,4400.0,,4400.0,4000.0,4208.333333333333,4170.37037037037,332.29003395627916,303.90384969188125,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.0379746835443038,-0.13636363636363635,-0.05
Thirunelveli,Banana - Green,2026-06-15,2750.0,False,False,4.0,2026.0,6.0,0.0,25.0,2.0,2825.0,2825.0,2750.0,2750.0,2750.0,2750.0,2803.5714285714284,2775.0,36.59625273556996,35.959747611405895,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.02654867256637168,0.0,0.0
Coimbatore,Onion,2026-06-15,2550.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,2550.0,2450.0,2425.0,2550.0,2175.0,2150.0,2489.285714285714,2339.1666666666665,49.70148986939939,173.04117176673475,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.05154639175257732,0.18604651162790697
Theni,Tomato,2026-06-15,3800.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,4000.0,4500.0,4800.0,3750.0,3800.0,3750.0,4535.714285714285,4001.6666666666665,424.9649845519476,439.5301828193378,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.05,-0.20833333333333334,0.013333333333333334
Salem,Tomato,2026-06-15,3250.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,3250.0,3750.0,3800.0,3100.0,3300.0,3625.0,3610.714285714286,3415.0,255.70863255257206,323.4112360234233,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.14473684210526316,-0.10344827586206896
Coimbatore,Green Chilli,2026-06-15,5000.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,5000.0,5075.0,5800.0,5725.0,5650.0,5500.0,5164.285714285715,5573.333333333333,352.9214805429204,417.44983868258106,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.13793103448275862,-0.09090909090909091
Theni,Onion,2026-06-15,2700.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,2750.0,2700.0,2700.0,2500.0,2500.0,2500.0,2721.4285714285716,2580.0,39.33978962347221,122.89608730899525,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.01818181818181818,0.0,0.08
Thanjavur,Mint(Pudina),2026-06-15,6250.0,False,False,4.0,2026.0,6.0,0.0,25.0,2.0,6000.0,6000.0,5800.0,4400.0,4200.0,3800.0,5628.571428571428,4513.333333333333,453.55736761107704,703.5541953162726,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.041666666666666664,0.07758620689655173,0.6447368421052632
Thirupathur,Cabbage,2026-06-15,3875.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,3750.0,3875.0,3375.0,2500.0,3375.0,3375.0,3500.0,3250.0,250.0000000000004,286.1757357361825,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.03333333333333333,0.14814814814814814,0.14814814814814814
Thanjavur,Onion,2026-06-15,3100.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,2800.0,3200.0,2950.0,2775.0,2775.0,2800.0,3107.1428571428573,2880.0,166.90459207925818,155.1417594242208,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.10714285714285714,0.05084745762711865,0.10714285714285714
Thanjavur,Pumpkin,2026-06-15,2550.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,2400.0,2400.0,2400.0,2500.0,2400.0,2400.0,2435.714285714286,2450.8333333333335,74.8013241543092,72.65985152054357,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0625,0.0625,0.0625
Cuddalore,Cabbage,2026-06-15,5000.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,5000.0,5000.0,5000.0,4500.0,4000.0,3500.0,5000.0,4233.333333333333,0.0,688.368051780896,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.42857142857142855
Thirupathur,Bitter Gourd,2026-06-15,5250.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,5250.0,5250.0,4750.0,4750.0,4750.0,4250.0,5035.714285714285,4650.0,267.2612419124249,402.5778999364443,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.10526315789473684,0.23529411764705882
Thanjavur,Tomato,2026-06-15,4000.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,4500.0,4400.0,4600.0,4100.0,4100.0,3900.0,4628.571428571428,4245.0,368.39419880651263,330.1906450355432,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.1111111111111111,-0.13043478260869565,0.02564102564102564
