District,Commodity,Arrival_Date,Modal_Price,min_price_zero_flag,is_outlier_iqr,records_aggregated,Year,Month,DayOfWeek,WeekOfYear,Quarter,lag_1,lag_3,lag_7,lag_14,lag_21,lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,rolling_std_30,days_since_last_observation,month_sin,month_cos,dow_sin,dow_cos,price_change_1d,price_change_7d,price_change_30d
Thirupur,Tomato,2026-06-15,3575.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,,4250.0,3750.0,3525.0,,,4250.0,3838.4615384615386,408.2482904638629,374.11219693756914,3.0,1.2246467991473532e-16,-1.0,0.0,1.0,,-0.04666666666666667,
Salem,Mint(Pudina),2026-06-15,3500.0,False,False,13.0,2026.0,6.0,0.0,25.0,2.0,3750.0,3750.0,3250.0,3000.0,2750.0,2750.0,3478.5714285714284,3010.0,256.3479777846541,312.7740177938355,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.06666666666666667,0.07692307692307693,0.2727272727272727
Salem,Onion,2026-06-15,3200.0,False,False,13.0,2026.0,6.0,0.0,25.0,2.0,3200.0,3200.0,3200.0,2750.0,2750.0,2750.0,3200.0,2913.3333333333335,0.0,210.47292123866217,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.16363636363636364
Dharmapuri,Bhindi(Ladies Finger),2026-06-15,1675.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,1675.0,1900.0,1625.0,1650.0,2125.0,2450.0,1732.142857142857,1985.8333333333333,98.6516236923513,274.15098826707873,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.03076923076923077,-0.3163265306122449
Dharmapuri,Coconut,2026-06-15,5600.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,5600.0,5850.0,5600.0,6075.0,5625.0,6625.0,5650.0,5880.0,95.74271077563176,322.86433576717957,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,-0.15471698113207547
Thirupur,Pumpkin,2026-06-15,1750.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,1750.0,1800.0,1750.0,1750.0,1750.0,1750.0,1757.142857142857,1751.6666666666667,18.898223650461368,9.128709291752761,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Ranipet,Green Chilli,2026-06-15,5500.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,5500.0,5750.0,4750.0,4000.0,4250.0,3625.0,5428.571428571428,4470.833333333333,345.03277967117714,671.6899471165847,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.15789473684210525,0.5172413793103449
Ranipet,Coconut,2026-06-15,4500.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,4500.0,4500.0,4500.0,4500.0,4250.0,4500.0,4500.0,4425.0,7.881143624695543e-05,116.52289992488346,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Ramanathapuram,Bitter Gourd,2026-06-15,6250.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,5750.0,5250.0,5750.0,5750.0,5750.0,5750.0,5607.142857142857,5690.833333333333,243.97501823713313,206.41472871346062,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.08695652173913043,0.08695652173913043,0.08695652173913043
Ramanathapuram,Cabbage,2026-06-15,4075.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,4075.0,4000.0,4075.0,4225.0,4075.0,4075.0,3982.1428571428573,4073.3333333333335,214.4344721753978,192.97281090129752,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Dharmapuri,Onion,2026-06-15,2900.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,2900.0,2900.0,2750.0,2425.0,2250.0,2400.0,2810.714285714286,2518.3333333333335,65.91841999954464,234.23880142277108,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.05454545454545454,0.20833333333333334
Thiruvarur,Banana - Green,2026-06-15,4000.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Ramanathapuram,Coconut,2026-06-15,5425.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,5750.0,5500.0,5825.0,5825.0,5750.0,6000.0,5778.571428571428,5805.833333333333,148.20352800893986,133.04836645416555,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.05652173913043478,-0.06866952789699571,-0.09583333333333334
Thiruvannamalai,Tomato,2026-06-15,3650.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,3675.0,4250.0,4400.0,3500.0,3700.0,3450.0,4185.714285714285,3782.5,331.6176082406341,312.3982593001787,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.006802721088435374,-0.17045454545454544,0.057971014492753624
Ramanathapuram,Green Chilli,2026-06-15,5750.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,6000.0,6000.0,5750.0,5750.0,6000.0,5875.0,5857.142857142857,5929.166666666667,133.6306209561433,445.2858116120232,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.041666666666666664,0.0,-0.02127659574468085
Ramanathapuram,Mint(Pudina),2026-06-15,7500.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,7500.0,6875.0,7250.0,6375.0,7125.0,7125.0,7250.0,6833.333333333333,216.50635094610476,411.75263191029234,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.034482758620689655,0.05263157894736842
Thiruvannamalai,Pumpkin,2026-06-15,2250.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,2250.0,2250.0,1800.0,2025.0,1750.0,2250.0,2089.285714285714,1981.6666666666667,214.01768952255216,211.6166562333917,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.25,0.0
Ramanathapuram,Onion,2026-06-15,4250.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,3750.0,4000.0,4075.0,4050.0,4000.0,4075.0,3925.0,3983.3333333333335,219.84843263788966,146.70715219704803,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.13333333333333333,0.04294478527607362,0.04294478527607362
Dharmapuri,Mint(Pudina),2026-06-15,6125.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,6125.0,6025.0,6125.0,6125.0,5750.0,6150.0,6057.142857142857,5926.666666666667,140.4711459949777,190.04687866925195,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,-0.0040650406504065045
Thiruvannamalai,Onion,2026-06-15,2750.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,2250.0,2500.0,2750.0,2250.0,2250.0,2250.0,2571.4285714285716,2375.0,237.79743280283512,215.25846533076262,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.2222222222222222,0.0,0.2222222222222222
Ramanathapuram,Pumpkin,2026-06-15,2175.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,2125.0,2000.0,2175.0,2200.0,2225.0,1900.0,2117.8571428571427,2125.8333333333335,68.79057244377933,125.68490522850156,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.023529411764705882,0.0,0.14473684210526316
Ramanathapuram,Tomato,2026-06-15,4750.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,4750.0,4750.0,4650.0,4100.0,4500.0,3900.0,4771.428571428572,4454.166666666667,308.02751886958373,337.9759309256647,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.021505376344086023,0.21794871794871795
Ranipet,Banana - Green,2026-06-15,4500.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Chengalpattu,Onion,2026-06-15,2750.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,2750.0,3000.0,2875.0,2750.0,2250.0,2750.0,2928.5714285714284,2832.5,268.64962134278085,428.1148532651234,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.043478260869565216,0.0
Ranipet,Bhindi(Ladies Finger),2026-06-15,3525.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,3550.0,3000.0,2750.0,2625.0,3750.0,3625.0,3085.714285714286,3303.3333333333335,336.2963545672745,434.29160180953295,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.007042253521126761,0.2818181818181818,-0.027586206896551724
Dharmapuri,Green Chilli,2026-06-15,4625.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,4500.0,4750.0,4550.0,4550.0,3950.0,3300.0,4514.285714285715,4185.0,205.57700445794302,389.21893493294954,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.027777777777777776,0.016483516483516484,0.4015151515151515
Thiruvannamalai,Mint(Pudina),2026-06-15,4125.0,False,False,8.0,2026.0,6.0,0.0,25.0,2.0,4100.0,4100.0,3750.0,3750.0,3750.0,3650.0,3867.8571428571427,3777.5,165.0216436021112,153.45868813956116,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.006097560975609756,0.1,0.13013698630136986
Ranipet,Cabbage,2026-06-15,5000.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,5000.0,4500.0,4500.0,4000.0,3000.0,3000.0,4607.142857142857,3625.0,196.6989481173513,699.4455932601459,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.1111111111111111,0.6666666666666666
Chengalpattu,Pumpkin,2026-06-15,2250.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,2250.0,2250.0,1750.0,1750.0,1750.0,1750.0,2050.0,1837.5,273.8612787525831,200.6781979449556,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.2857142857142857,0.2857142857142857
Thiruvannamalai,Green Chilli,2026-06-15,4950.0,False,False,8.0,2026.0,6.0,0.0,25.0,2.0,4400.0,4950.0,5500.0,4500.0,3875.0,3850.0,4985.714285714285,4389.166666666667,495.57566334035454,558.8119838848796,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.125,-0.1,0.2857142857142857
Virudhunagar,Tomato,2026-06-15,3750.0,False,False,8.0,2026.0,6.0,0.0,25.0,2.0,4200.0,4500.0,4750.0,3750.0,3750.0,3250.0,4421.428571428572,3872.5,342.30486272856194,382.33346611347287,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.10714285714285714,-0.21052631578947367,0.15384615384615385
